candidate_id,n,seed,correct,total,error_pct,training_seconds,fit_wall_seconds,epochs_completed,truncated,uses_query_images_unlabeled,id
kr-arccos1-d3,10000,2026092011,9739,10000,2.61,49.449345111846924,120.315927028656,,False,False,final-kr-arccos1-d3-s2026092011-n10000
ladder-retuned-tq,1000,2026092001,9426,10000,5.74,153.374205768,155.757955826,600,False,True,final-ladder-retuned-tq-s2026092001-n1000
ladder-retuned-tq,1000,2026092002,9458,10000,5.42,154.21356169100002,156.492634028,600,False,True,final-ladder-retuned-tq-s2026092002-n1000
ladder-retuned-tq,1000,2026092003,9457,10000,5.43,175.60379603799998,177.92766794000002,600,False,True,final-ladder-retuned-tq-s2026092003-n1000
ladder-retuned-tq,1000,2026092004,9483,10000,5.17,267.55793235199997,273.396865693,600,False,True,final-ladder-retuned-tq-s2026092004-n1000
ladder-retuned-tq,1000,2026092005,9462,10000,5.38,160.262458106,162.885390153,600,False,True,final-ladder-retuned-tq-s2026092005-n1000
ladder-retuned-tq,1000,2026092006,9464,10000,5.36,268.754455099,274.567979895,600,False,True,final-ladder-retuned-tq-s2026092006-n1000
ladder-retuned-tq,1000,2026092007,9520,10000,4.8,163.34712259100002,166.039263344,600,False,True,final-ladder-retuned-tq-s2026092007-n1000
ladder-retuned-tq,1000,2026092008,9450,10000,5.5,158.103329417,160.722814595,600,False,True,final-ladder-retuned-tq-s2026092008-n1000
ladder-retuned-tq,1000,2026092009,9398,10000,6.02,151.668196408,151.76569956899996,600,False,True,final-ladder-retuned-tq-s2026092009-n1000
ladder-retuned-tq,1000,2026092010,9410,10000,5.9,156.755122875,156.851697637,600,False,True,final-ladder-retuned-tq-s2026092010-n1000
ladder-retuned-tq,1000,2026092011,9463,10000,5.37,160.65485896700002,160.81412085800002,600,False,True,final-ladder-retuned-tq-s2026092011-n1000
topo-cnn09-x3,1000,2026092001,9602,10000,3.98,9.961967913999956,16.482913459000088,375,False,False,final-topo-cnn09-x3-s2026092001-n1000
topo-cnn09-x3,1000,2026092002,9606,10000,3.94,11.176315729000066,17.871687809000036,375,False,False,final-topo-cnn09-x3-s2026092002-n1000
topo-cnn09-x3,1000,2026092003,9604,10000,3.96,11.382918722999989,18.664536396000017,375,False,False,final-topo-cnn09-x3-s2026092003-n1000
topo-cnn09-x3,1000,2026092004,9618,10000,3.82,9.87968171,16.30025708200003,375,False,False,final-topo-cnn09-x3-s2026092004-n1000
topo-cnn09-x3,1000,2026092005,9541,10000,4.59,10.19655659600005,17.230959641000027,375,False,False,final-topo-cnn09-x3-s2026092005-n1000
topo-cnn09-x3,1000,2026092006,9610,10000,3.9,10.448903911999992,17.02042467299998,375,False,False,final-topo-cnn09-x3-s2026092006-n1000
topo-cnn09-x3,1000,2026092007,9650,10000,3.5,9.704880591999995,16.153066587000012,375,False,False,final-topo-cnn09-x3-s2026092007-n1000
topo-cnn09-x3,1000,2026092008,9622,10000,3.78,10.87794142999985,17.425021842999968,375,False,False,final-topo-cnn09-x3-s2026092008-n1000
topo-cnn09-x3,1000,2026092009,9537,10000,4.63,11.371521529999995,18.569072299000027,375,False,False,final-topo-cnn09-x3-s2026092009-n1000
topo-cnn09-x3,1000,2026092010,9606,10000,3.94,10.861685391000037,17.4058654910001,375,False,False,final-topo-cnn09-x3-s2026092010-n1000
topo-cnn09-x3,1000,2026092011,9605,10000,3.95,19.91090679900003,28.68949904300007,375,False,False,final-topo-cnn09-x3-s2026092011-n1000
topo-cnn09-x3,1778,2026092001,9675,10000,3.25,28.218142806999936,37.40175908700007,300,False,False,final-topo-cnn09-x3-s2026092001-n1778
topo-cnn09-x3,1778,2026092002,9704,10000,2.96,13.96519435499988,20.538405478999948,300,False,False,final-topo-cnn09-x3-s2026092002-n1778
topo-cnn09-x3,1778,2026092003,9670,10000,3.3,15.18254940899999,21.85765037500005,300,False,False,final-topo-cnn09-x3-s2026092003-n1778
topo-cnn09-x3,1778,2026092004,9691,10000,3.09,15.473027657999978,22.12828364400002,300,False,False,final-topo-cnn09-x3-s2026092004-n1778
topo-cnn09-x3,1778,2026092005,9716,10000,2.84,14.257416691000117,20.724083544999985,300,False,False,final-topo-cnn09-x3-s2026092005-n1778
topo-cnn09-x3,1778,2026092006,9690,10000,3.1,15.847544876000029,22.720169452999926,300,False,False,final-topo-cnn09-x3-s2026092006-n1778
topo-cnn09-x3,1778,2026092007,9711,10000,2.89,13.911484130999838,20.36130015899994,300,False,False,final-topo-cnn09-x3-s2026092007-n1778
topo-cnn09-x3,1778,2026092008,9690,10000,3.1,15.005141622999986,21.62129858100002,300,False,False,final-topo-cnn09-x3-s2026092008-n1778
topo-cnn09-x3,1778,2026092009,9655,10000,3.45,14.149492528999986,20.803562071999977,300,False,False,final-topo-cnn09-x3-s2026092009-n1778
topo-cnn09-x3,1778,2026092010,9675,10000,3.25,27.57105121199993,36.578554544999974,300,False,False,final-topo-cnn09-x3-s2026092010-n1778
topo-cnn09-x3,1778,2026092011,9664,10000,3.36,30.1950097429999,39.36495631299999,300,False,False,final-topo-cnn09-x3-s2026092011-n1778
topo-cnn09-x3,3162,2026092001,9734,10000,2.66,51.80688782300007,60.897911713999974,300,False,False,final-topo-cnn09-x3-s2026092001-n3162
topo-cnn09-x3,3162,2026092002,9748,10000,2.52,25.818574118000015,32.59796229799997,300,False,False,final-topo-cnn09-x3-s2026092002-n3162
topo-cnn09-x3,3162,2026092003,9761,10000,2.39,23.953752409000003,30.494329768,300,False,False,final-topo-cnn09-x3-s2026092003-n3162
topo-cnn09-x3,3162,2026092004,9770,10000,2.3,25.920289940999908,32.528877946999955,300,False,False,final-topo-cnn09-x3-s2026092004-n3162
topo-cnn09-x3,3162,2026092005,9762,10000,2.38,25.53143595499995,32.15094339400002,300,False,False,final-topo-cnn09-x3-s2026092005-n3162
topo-cnn09-x3,3162,2026092006,9784,10000,2.16,24.98946237600012,31.51201412100005,300,False,False,final-topo-cnn09-x3-s2026092006-n3162
topo-cnn09-x3,3162,2026092007,9781,10000,2.19,25.477040675999945,32.252894742999956,300,False,False,final-topo-cnn09-x3-s2026092007-n3162
topo-cnn09-x3,3162,2026092008,9769,10000,2.31,26.865130209000085,33.68296891900002,300,False,False,final-topo-cnn09-x3-s2026092008-n3162
topo-cnn09-x3,3162,2026092009,9735,10000,2.65,28.235150289999865,35.21265762499996,300,False,False,final-topo-cnn09-x3-s2026092009-n3162
topo-cnn09-x3,3162,2026092010,9757,10000,2.43,25.225787018999995,31.75274892699997,300,False,False,final-topo-cnn09-x3-s2026092010-n3162
topo-cnn09-x3,3162,2026092011,9745,10000,2.55,25.134081340999956,31.503308704999995,300,False,False,final-topo-cnn09-x3-s2026092011-n3162
topo-cnn09-x3,5623,2026092001,9808,10000,1.92,45.32219482200003,51.87686319000005,300,False,False,final-topo-cnn09-x3-s2026092001-n5623
topo-cnn09-x3,5623,2026092002,9809,10000,1.91,44.28246423600001,51.10058755099999,300,False,False,final-topo-cnn09-x3-s2026092002-n5623
topo-cnn09-x3,5623,2026092003,9811,10000,1.89,50.30151584399994,57.286693929999956,300,False,False,final-topo-cnn09-x3-s2026092003-n5623
topo-cnn09-x3,5623,2026092004,9812,10000,1.88,42.629517667000016,49.12432556699997,300,False,False,final-topo-cnn09-x3-s2026092004-n5623
topo-cnn09-x3,5623,2026092005,9812,10000,1.88,44.62382777299996,51.34328997700004,300,False,False,final-topo-cnn09-x3-s2026092005-n5623
topo-cnn09-x3,5623,2026092006,9816,10000,1.84,43.98452813399996,50.59929875200004,300,False,False,final-topo-cnn09-x3-s2026092006-n5623
topo-cnn09-x3,5623,2026092007,9820,10000,1.8,43.62394738800003,50.390535742,300,False,False,final-topo-cnn09-x3-s2026092007-n5623
topo-cnn09-x3,5623,2026092008,9825,10000,1.75,47.349207197,54.089843621,300,False,False,final-topo-cnn09-x3-s2026092008-n5623
topo-cnn09-x3,5623,2026092009,9802,10000,1.98,49.80412643599999,56.781808411999975,300,False,False,final-topo-cnn09-x3-s2026092009-n5623
topo-cnn09-x3,5623,2026092010,9809,10000,1.91,90.99970306299997,99.767351222,300,False,False,final-topo-cnn09-x3-s2026092010-n5623
topo-cnn09-x3,5623,2026092011,9790,10000,2.1,42.710998726000014,49.19490080100002,300,False,False,final-topo-cnn09-x3-s2026092011-n5623
topo-cnn09-x3,10000,2026092001,9849,10000,1.51,79.66533556799999,86.323223246,300,False,False,final-topo-cnn09-x3-s2026092001-n10000
topo-cnn09-x3,10000,2026092002,9852,10000,1.48,87.75032786500003,94.78641822500003,300,False,False,final-topo-cnn09-x3-s2026092002-n10000
topo-cnn09-x3,10000,2026092003,9836,10000,1.64,90.92669413599998,98.08638456499997,300,False,False,final-topo-cnn09-x3-s2026092003-n10000
topo-cnn09-x3,10000,2026092004,9846,10000,1.54,78.22479819899996,84.80493578999994,300,False,False,final-topo-cnn09-x3-s2026092004-n10000
topo-cnn09-x3,10000,2026092005,9837,10000,1.63,78.64758303900004,85.577639094,300,False,False,final-topo-cnn09-x3-s2026092005-n10000
topo-cnn09-x3,10000,2026092006,9859,10000,1.41,156.99628121799998,165.98854259899997,300,False,False,final-topo-cnn09-x3-s2026092006-n10000
topo-cnn09-x3,10000,2026092007,9863,10000,1.37,158.076725184,167.41724678100002,300,False,False,final-topo-cnn09-x3-s2026092007-n10000
topo-cnn09-x3,10000,2026092008,9857,10000,1.43,89.45585000599999,96.82083726100001,300,False,False,final-topo-cnn09-x3-s2026092008-n10000
topo-cnn09-x3,10000,2026092009,9835,10000,1.65,76.54511232000004,83.17523143099999,300,False,False,final-topo-cnn09-x3-s2026092009-n10000
topo-cnn09-x3,10000,2026092010,9833,10000,1.67,82.03415223899998,88.76700104500003,300,False,False,final-topo-cnn09-x3-s2026092010-n10000
topo-cnn09-x3,10000,2026092011,9833,10000,1.67,84.65551142699996,91.41632429699996,300,False,False,final-topo-cnn09-x3-s2026092011-n10000
